Electrical Conductivity (dS/m),Moisture (%),pH,Temperature (°C),Salinity (ppm),Humidity (%),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),Soil Type,Crop Type,Fertilizer
0.283958128700275,9.53304294525272,6.139438813066971,25.6748396155533,353.59552280289745,54.29629319033691,16.743009901303186,8.16752611393893,68.85046544407425,Sandy Soil,Groundnut,Potash
0.6198148754083734,24.046897059992897,7.201598756639227,25.567245275890688,753.3099802788195,40.87828459641314,45.77114278581426,11.965486871883243,57.63162125036452,Loamy Soil,Cotton,Potash
0.2973810942237612,5.2880824537382605,6.751022453105232,18.65614473313801,275.2977337126956,28.888019535863258,38.66378809950439,17.327787664358517,46.13808189572316,Sandy Soil,Cotton,Potash
1.4449400717320668,42.296618654092654,6.139457338678234,17.92466429502768,790.0212165884584,72.4955829418522,34.285017001650544,9.110769645507805,88.5748072274116,Clayey Soil,Rice,Urea
1.0662747186708377,42.82960031247013,5.0058420652427245,5.795319299771391,822.8501739498535,76.75830576494964,23.359983114067468,12.69641774680709,67.0279180994691,Clayey Soil,Rice,Urea
0.2843908914825832,11.122079765572575,5.13288768871155,25.679349450955275,213.961705707056,25.35119832192712,29.771199104467364,9.540488491849874,59.16002962785618,Sandy Soil,Rice,Urea
0.9590811596512538,19.866038559659344,6.950824246385941,11.366967428963894,820.8140615076959,37.72059941622794,55.89597266724782,19.33262493461608,117.75019468569911,Loamy Soil,Wheat,DAP
1.5990403633940853,40.4800860431088,5.968652604987013,5.20347636134958,888.2416396185702,58.62764075742246,37.15452645800119,14.066939634624289,68.84992339446325,Clayey Soil,Rice,Urea
0.955267789888398,18.52282267748353,7.13486281842774,15.531296248312492,799.5587178311308,58.36346725695398,52.484364635311024,9.19045434902712,90.7935579410481,Loamy Soil,Wheat,DAP
1.267040248577218,34.48126248309016,6.289284013212699,23.13892006297328,796.4672604271452,72.99251670110371,49.32599538288191,15.055682020755668,74.39954583334381,Clayey Soil,Soybean,DAP
0.5447095826065511,3.7691942066863273,5.523580002205415,17.519557216383365,250.8594808470354,28.184339584641755,48.386709979954986,9.342752561396823,56.63385515955393,Sandy Soil,Rice,Urea
1.1490740052223891,31.36524082771452,6.788530236512828,17.89805810584712,601.7761040171579,55.457400486898806,46.19200255722608,8.136340239058214,59.3635943635983,Clayey Soil,Rice,Urea
0.8862576409671228,22.29341352468673,6.977011757021037,23.332341697587445,277.7152985388367,52.90571412462339,33.98602237084153,19.2573393748703,79.81563959268576,Loamy Soil,Soybean,DAP
1.138524604310906,32.10873361449063,5.503026079352802,18.89343459193915,938.639771120911,53.56763316602986,16.730660283777155,16.48752700565235,40.5975844722582,Clayey Soil,Rice,Urea
1.4617670643831016,44.10472625446958,5.309344281766473,17.466651018099814,731.9661160902588,57.05343062154816,27.30390563969766,12.127935506067525,82.29553298133717,Clayey Soil,Rice,Urea
0.7387125679420498,42.40110386218566,6.356786292811814,18.210648308729724,830.2499732544202,74.72267006429367,31.809342398296963,16.704108285583004,61.56670157093435,Clayey Soil,Wheat,DAP
0.688294854632626,29.703222446935108,6.602421418273213,28.25257996136573,581.6326633603535,46.02936715177472,55.202221859888205,8.698163792292974,113.03574505462336,Loamy Soil,Wheat,DAP
0.8165324414466328,16.803914004004888,6.712030004958886,11.792635466092358,823.5030329604843,58.626506082892455,52.585592584749726,17.857461050802918,91.2810325253526,Loamy Soil,Wheat,DAP
1.164351290672881,30.06987506514381,6.881074602205896,23.11887935852529,796.7642735073262,57.40483971955852,28.340140871215745,12.11852283144497,83.65475932809665,Clayey Soil,Banana,Ammonium Sulfate
0.548487779105358,24.46189076198749,7.437227630691859,25.43619552539991,783.8489755558396,43.34859393903172,59.72134658225081,9.439659424898204,53.70810342322706,Loamy Soil,Wheat,DAP
1.2550410976904214,26.87449732119433,6.561866359580988,24.83015376557004,771.8391559690581,68.89728250679457,23.305995631316303,12.375977437537935,91.36571993418302,Clayey Soil,Wheat,DAP
0.6783004147612657,25.3550270105496,7.175420211814656,23.513802340785617,677.8904775065018,38.36286482950855,43.9506790839648,17.74098159083115,65.99850152581098,Loamy Soil,Banana,Ammonium Sulfate
0.9254899818441882,31.67684128686772,5.942501433247056,5.5354117140625565,464.3565551445864,69.00752272478769,30.013949325112755,16.647902219998954,81.68032021865196,Clayey Soil,Rice,Urea
1.375682884254121,35.11587200905963,6.805385955844919,16.52333348253734,712.6674071229909,68.30477133225482,44.17332047633492,10.82498550172852,46.45162262705548,Clayey Soil,Wheat,DAP
0.874746582141474,34.488697872414704,5.01466830167236,5.516187857263635,787.3034477361,63.215729145785005,49.8103696162341,10.018418353637582,55.48623574962811,Clayey Soil,Rice,Urea
0.4580239251853479,25.567402425944184,6.372671663213112,26.04218498053468,835.635434690276,52.240201545703385,36.29402358971543,8.607610966174418,114.72503311565173,Loamy Soil,Sugarcane,Urea
0.6256435997135779,7.507015418465413,5.764438535245782,32.97345511127276,259.7835666383535,33.57306700659706,19.28437823402984,15.10942914701112,65.73295682435119,Sandy Soil,Rice,Urea
0.9805830484688548,32.867131493193014,5.872180123188121,12.48996311852801,527.2977802627869,40.86530486240224,46.22041152864728,15.192462067990604,60.13964771577987,Loamy Soil,Rice,Urea
0.6789943714558185,16.640524497112,6.5535303421818245,26.792103184699485,277.3341786312671,34.50922128518116,27.807622960357325,19.87005805666663,55.64934264497141,Loamy Soil,Wheat,DAP
0.5477092602911524,15.127543380696697,6.921340187883129,19.7122331698897,817.4765433440706,58.56051204993072,28.61034312682984,10.261580439149771,85.12072527483281,Loamy Soil,Maize,NPK
1.4980537448304905,28.38933417776879,5.94643005983621,24.42592454857091,660.6564087600218,58.005058798067004,21.8260581126204,9.143231141191253,84.41828744535891,Clayey Soil,Rice,Urea
1.0792686759547414,31.14373136234458,6.221406405812064,19.638165429396505,389.7785244230646,53.88975873288338,50.10579443167279,14.26315869188621,111.15159353041363,Loamy Soil,Wheat,DAP
0.3809900845481721,6.034912413656572,5.804520827367084,16.024485928086264,373.4319400037722,28.69955473225877,29.033961434092312,10.208517455905012,76.3704050055902,Sandy Soil,Rice,Urea
1.5938585963129392,40.12878741267147,6.364899172701582,13.106494153532749,788.6421622400028,53.86448134836146,16.241919180099412,16.360216584459728,93.7890696208703,Clayey Soil,Cotton,Potash
0.5746066335762452,3.738213166903238,5.069878492811977,34.795128268186694,163.50959946708235,38.33584759150479,32.66166586126934,7.4073617736053405,40.14370670638297,Sandy Soil,Rice,Urea
0.6177434939731827,7.514181299261535,6.952373949976168,28.66907554815018,318.9484993505607,49.00220296230604,45.960415252241575,7.502646714201977,42.03317867071599,Sandy Soil,Sugarcane,Urea
0.4197852907349844,15.298205283096156,5.758806001197136,15.033288700909416,479.2069302884391,49.497618950391534,29.830966312826387,17.427482107621632,91.72966431875744,Loamy Soil,Rice,Urea
0.7780705885091614,10.523434690727072,6.65914610563939,18.156918757387995,161.44455361287308,54.4958022924433,48.587896850234095,12.772541530665157,89.58382300304164,Sandy Soil,Soybean,DAP
1.086043620771099,34.02274092883573,7.298718399352349,13.167477945982792,794.4088189058532,65.13779651804317,38.19324689082363,13.523316323507668,82.19362453686125,Loamy Soil,Potato,NPK
0.6629106346753676,25.061410699114667,5.654629373765309,23.646109257341223,428.4799036060464,38.99035111754755,34.74144746745236,10.52411999400705,113.1097659869452,Loamy Soil,Rice,Urea
0.7773514993944506,7.640934652708081,5.926587306545594,15.908065629373851,280.5131371420076,52.93029912655899,28.713838714922503,12.56040624668122,61.92130073905511,Sandy Soil,Rice,Urea
0.8398000259064946,11.113298233230148,6.037523891603016,26.06473742279245,299.403605092735,32.312099860834294,43.53276489742414,7.275538325995697,59.241262252718144,Sandy Soil,Maize,NPK
0.771057252969797,3.327955374930547,5.00698351720594,29.55636813021476,457.7368762539749,37.17556316005063,38.15617085673184,17.44063287037201,44.87176779331822,Sandy Soil,Rice,Urea
0.7870931671737016,6.857081513416129,6.453171531652907,25.201204570882872,429.8831808589394,36.86069532584149,41.887236873262175,11.1022726028839,57.447698795149314,Sandy Soil,Banana,Ammonium Sulfate
0.6387308946331465,29.26337526000566,6.548415437895398,14.455162270942132,750.0484100250172,62.7295211276772,38.86251488708415,16.240506199713977,68.04779871551578,Loamy Soil,Cotton,Potash
0.8720068385464024,31.2016907668551,6.463449473128426,17.81271185605173,691.1607332072986,71.56741287404316,36.337085407991566,16.96040799657219,89.08160494832158,Clayey Soil,Wheat,DAP
0.5734349331344049,3.474809533488817,5.9138776997964975,33.84315834059987,549.5367073809987,28.06792842991348,41.04443400000296,15.669514391498817,46.28329129420589,Sandy Soil,Rice,Urea
1.2086100559065591,30.39377166544782,6.969599114338679,6.435599666725604,712.8687007464557,66.73458541917465,36.546428831805166,15.387583897648438,83.46491957932258,Clayey Soil,Groundnut,Potash
0.8547493805940163,26.39596388026571,5.633948488308351,13.174469737534915,826.4812546003438,40.23874787486693,38.45572256337398,15.1252203113631,118.53924905753392,Loamy Soil,Rice,Urea
0.4985393204398494,19.497936114608144,6.61626831625643,25.28186000425963,602.5783488585944,39.285356512006246,25.033006488462163,18.60010812430415,118.96451281377657,Loamy Soil,Sugarcane,Urea
1.485738832313683,28.3771692674079,5.107269583041662,19.349299812238243,732.8330006629136,74.71843069855366,28.418899937039065,9.682785885077127,90.1865315481922,Clayey Soil,Rice,Urea
1.519718119943981,28.491679693527207,5.572120103318571,15.336735354689983,584.3545332986555,52.34526370476924,35.968476378596336,8.889295227550239,43.49006552325548,Clayey Soil,Rice,Urea
0.7496913071083527,34.20828374252771,6.187065889162984,29.409741812741288,579.0551124319284,48.4644567066311,48.02151127591708,19.42174839648771,77.59457083955245,Loamy Soil,Groundnut,Potash
0.9253513473357196,30.990742618390318,7.150265353385595,13.728099735762882,353.1996349422499,55.35034254880709,56.77531456618806,12.426752152150923,91.18146730565395,Loamy Soil,Wheat,DAP
1.309962939622705,28.74493897877447,6.360704384303783,12.881872971441346,956.9026917248424,46.289253598615616,38.37939232402881,14.498223366499676,96.45612856751886,Clayey Soil,Potato,NPK
0.7695590740203415,4.132369649444813,5.989135249076285,24.696923739849797,307.46026869898543,48.68025686175415,18.483542433239645,8.46023069846508,30.096166135110405,Sandy Soil,Rice,Urea
1.005103272807855,26.73873013117814,6.661900759776358,29.81358314131532,691.8746085945692,47.69175221804541,49.75889500115247,13.44922660368504,66.02128237384493,Loamy Soil,Groundnut,Potash
0.5258625019690931,31.70608242984956,6.30941152769685,10.976717413606274,828.062258087006,40.23548855843449,57.76620472672652,12.217337077054648,108.19986162886798,Loamy Soil,Wheat,DAP
0.6152147164729465,26.1879048927694,7.3654645408407236,16.117162159896846,231.6078565629305,57.025110707948016,52.53943970799586,21.410159838286063,61.046061391796606,Loamy Soil,Wheat,DAP
0.461364991675788,11.119100144208488,6.834912443782027,33.61325007934261,271.7007834621419,37.010667828098754,45.463856787899566,10.309941891365025,66.0151819760103,Sandy Soil,Groundnut,Potash
0.6736341971338603,26.88952670372346,6.493533717718339,29.755710404297744,288.6858391618765,57.80578216190375,39.15115688365022,13.994794608958609,100.23184359607234,Loamy Soil,Sugarcane,Urea
0.9422707655259748,44.6451212187323,5.765806028074492,8.557681174689993,646.2040779419566,60.40631150440176,17.425772056340318,13.782183812232894,75.85794639213402,Clayey Soil,Rice,Urea
1.370532880691433,27.36117799523628,5.479683496961779,8.928119352981428,786.7638462568846,75.56144322002213,32.88815704047465,8.582434527714712,73.80333583580988,Clayey Soil,Rice,Urea
0.790361029038041,43.93542962872042,5.156099056799784,17.507128032672824,696.7560791255071,64.48183713839775,22.46249684810505,14.881103992506516,97.58318134800038,Clayey Soil,Rice,Urea
1.012558899537407,38.62100223460891,5.745753018404356,7.911350196664715,684.2769863517906,48.94357343221765,35.1909146241931,8.409515321494798,71.63918077599158,Clayey Soil,Rice,Urea
0.7649072333578973,34.520276465584274,5.751100429525307,10.33895329779162,700.6028376421124,62.2862214945953,29.20725301922017,11.718159661420485,51.22866543566403,Loamy Soil,Rice,Urea
1.1718681500072066,41.9130582151538,6.95992735744287,10.623003230170031,960.6171985087562,45.77021571636261,38.791394132136006,15.452010911178494,68.64182274613015,Clayey Soil,Potato,NPK
0.2548289386044529,9.193970274669622,6.570013672416524,30.905756980953683,210.9725335179801,38.427098515239166,44.03001046518929,9.632150524545056,58.06492052247982,Sandy Soil,Sugarcane,Urea
0.6259992365045554,9.506999636343744,5.747680171930904,26.70903393714877,376.03585732400086,30.866451950683064,40.55038460711023,15.617436333888568,68.92758693523005,Sandy Soil,Rice,Urea
1.04332679392007,32.998190867093435,6.396321746738004,15.488252632713635,455.5607824667717,45.51057314119,35.040340624397786,11.760114460661532,110.27440555358037,Loamy Soil,Sugarcane,Urea
1.377709180618863,43.27471350219884,6.665803445649193,10.077550966113094,631.9077385127999,62.514813527138685,15.49948970972756,17.039020062837213,42.66065275374035,Clayey Soil,Soybean,DAP
1.0230679246286658,21.91754921475715,5.808919494446648,10.508955198115018,619.7845510862148,55.47609269818973,36.92114583034521,9.003966443867114,78.67402264266624,Loamy Soil,Rice,Urea
0.9021294509286087,31.680845358533407,5.526266747419868,17.08923240591773,682.8308488752656,33.119313319599335,44.85689753491275,14.007018744370043,51.23315549987751,Loamy Soil,Rice,Urea
0.2784689572455311,6.966892212928872,5.957941122906943,32.93988156371348,327.6603458083289,53.59972794661415,31.97961677000172,17.685366011747146,30.491899267857733,Sandy Soil,Rice,Urea
0.254370689290987,11.370060478498496,6.414275035871373,21.594243508284077,325.83765646909194,47.22428094198233,36.051488530842256,14.059715057459345,53.3498769908088,Sandy Soil,Sugarcane,Urea
0.5902773951158087,24.22642846005657,5.519193288989054,14.243759455026543,741.1596837809341,46.53927834052003,47.274201870967886,11.252030986897594,95.49150651140664,Loamy Soil,Rice,Urea
0.7882520637062118,33.72602847666035,6.924605966348553,21.6827732104717,742.7928223004985,71.68998894770435,44.16821685510824,11.480269631887191,93.52917501219764,Clayey Soil,Maize,NPK
0.5206704534736164,32.447891267096296,6.726232478138483,13.144077671139083,825.5197373627844,50.73461853341283,27.551445815507925,16.77566066181094,67.72392349089671,Loamy Soil,Groundnut,Potash
1.3846343254395057,27.997255977731037,6.143657542365382,10.072849486827511,559.6432718300139,45.40341049185449,19.56192532491752,11.092681114996951,47.01272563545634,Clayey Soil,Cotton,Potash
0.7128495697097648,5.237527071195657,5.737480853864018,31.454324276317656,201.5958734360658,50.06782090708639,37.38391226926008,10.104354175255237,37.06843278406106,Sandy Soil,Rice,Urea
0.8946859148116187,27.321762382596564,7.269717792966677,14.942975673127323,787.8631875378913,66.37884277060729,40.19909160654024,9.321406805882363,100.85919357326677,Loamy Soil,Sugarcane,Urea
1.1261771465618304,40.96365979149686,5.254408238675562,12.918821916279482,590.0224641146937,55.2080569675328,19.313946698280866,16.05763832543007,40.55453887486469,Clayey Soil,Rice,Urea
0.8708010040881018,42.01415583456996,6.405798565646829,6.734865452467052,481.93120696373865,70.03171547287772,17.617413958567937,17.17175435124065,84.492408216858,Clayey Soil,Sugarcane,Urea
0.467686191851297,29.409134829255123,6.063650006590944,13.68602793900198,225.58522188282416,30.87386847944807,52.10699610919268,9.8820679831737,82.74044311798056,Loamy Soil,Wheat,DAP
0.3716955134820571,7.035670569143396,5.641072333612991,29.88838507626652,587.0489603484725,38.1410097009294,45.13616899902841,12.790356882715434,39.43413990565401,Sandy Soil,Rice,Urea
0.5386668617042027,16.313842329793186,7.274238634447396,18.396973953726352,522.9820870250318,66.67768192803663,52.17016671305817,9.82701769764058,89.57939773254196,Loamy Soil,Wheat,DAP
0.2311563274933199,5.602230465768849,5.90257035435528,17.33966092770515,353.97035733975963,50.59527436773401,35.34623569037687,6.947158260460948,41.50027912981646,Sandy Soil,Rice,Urea
1.0891271611648312,26.13912259721471,6.8222358546910495,16.655410920983606,448.3746619311871,53.77637535236292,27.442502440016263,11.582360404626852,63.776822462221496,Loamy Soil,Sugarcane,Urea
0.8932497304079368,10.432426716342578,6.081840614054734,24.52728988778343,442.1646264583541,34.79293445569714,16.759900462406748,10.851801763376246,89.03865464447165,Sandy Soil,Banana,Ammonium Sulfate
0.9033233371529212,24.93540226254327,5.582436091903399,21.685364041290025,231.5683244885424,54.149068701405234,53.01438018727873,16.18988448182686,119.7915263193188,Loamy Soil,Rice,Urea
0.4772575080824591,31.01970007951749,6.192252305132307,11.576930365439932,372.5621329507915,57.31232344279637,51.09723452603244,9.6781118178933,104.49965079537536,Loamy Soil,Wheat,DAP
1.0268158394406723,44.03207124999576,6.892617798416775,7.89797318614692,524.1178774658514,75.19359246161612,28.746632162365174,8.043739822830094,56.43230918232226,Clayey Soil,Rice,Urea
1.4457158308953693,31.439877926535296,5.59743037424923,11.101899623070253,967.9755986410876,74.10787206635683,26.540286058968366,13.92590347444462,48.33599376642727,Clayey Soil,Rice,Urea
1.4547095272940933,44.58928899411025,6.355558357640479,23.030215142683467,494.7572643521017,74.04977760518526,24.492606662349157,12.72598038842161,78.79495894565994,Clayey Soil,Sugarcane,Urea
1.0281561060536524,27.45261067197316,7.446765238329642,19.300190350528556,750.802154871393,32.49576274393109,36.73476675274035,8.93823152851694,118.27401934353492,Loamy Soil,Sugarcane,Urea
1.2672556355467086,35.79151259124123,5.104611544166643,19.85609374519693,520.6533411197624,46.11319359318445,30.790877070093032,16.656375872815104,49.04976625966172,Clayey Soil,Rice,Urea
0.3383092100798228,6.876449594472094,6.003405968352698,33.02378243909203,267.3758232617894,51.034855064947976,37.54844902890937,6.244089972811212,73.47788021396362,Sandy Soil,Cotton,Potash
1.4731455418301835,44.40178863484248,6.9206223010473735,9.422112190761377,558.1407407791114,57.81164938246123,25.85735248211484,11.056146473974955,76.31300302810547,Clayey Soil,Banana,Ammonium Sulfate
0.6665046168648328,28.350559385263,7.449615534500155,22.12852981609881,668.9655161337571,33.52021001222806,46.973435017450186,14.353896878649785,112.004765054374,Loamy Soil,Sugarcane,Urea
0.7202352391121223,3.433285523805181,6.805789990383975,32.045277487823626,450.5121074518829,42.79664710322153,46.23058743488782,8.223962154344573,34.73814973144972,Sandy Soil,Cotton,Potash
0.7698531802582967,35.85068737064503,6.723484989836591,16.805710859063193,558.3953757499622,58.44838670480834,30.754317641367628,13.792663538205268,85.56106154515678,Clayey Soil,Sugarcane,Urea
0.2466003631117045,4.698658611286566,5.821065852911754,17.36393621029971,225.02996151240447,38.37465346215038,26.905983263597136,11.611897490256492,55.75032166554372,Sandy Soil,Rice,Urea
0.8174598352100979,6.162535999600613,6.105337072385955,27.84267590588232,336.5925800078418,52.10043551098174,27.69643064204118,7.500129841078124,38.64122148310197,Sandy Soil,Maize,NPK
0.5624127262161676,15.2876289214417,7.028706772872855,22.474861697280183,695.4967059256239,31.557520667506623,54.299186974072825,16.673366800508248,89.4376745498848,Loamy Soil,Wheat,DAP
0.8080116599732026,40.01660727372669,5.44561368480057,24.88599267608077,517.4820649553665,72.60701004479228,39.67655651389371,11.221321428163076,59.84434861395791,Clayey Soil,Rice,Urea
0.7176494792268282,38.42736017793591,6.046316299635283,22.972778566022065,515.0748790298899,73.14382361213961,42.71863550633505,9.27181189216887,63.91355344864765,Clayey Soil,Cotton,Potash
0.9753099484095922,21.522646540323315,6.38797725393755,25.44681951107685,606.5050598137846,42.321014072077496,38.51710235910584,12.281015395854542,91.633911709401,Loamy Soil,Potato,NPK
0.8095897398396088,42.30381622212791,6.132623243038209,19.241090673824544,989.380483095107,61.23420200325182,41.63711343886166,13.245855790735243,53.36492621642223,Clayey Soil,Potato,NPK
0.782558046353065,7.128914609609336,6.187213652098335,20.34689424317707,440.6624368824813,54.57915831851031,16.716875040572784,16.638368048462013,63.736950166051365,Sandy Soil,Cotton,Potash
0.2777399928900121,5.6062011533701686,6.743803297032943,31.941327563306267,555.1527675482419,36.6558631821106,37.44693365214988,9.338087038503884,40.84951986914243,Sandy Soil,Rice,Urea
0.415848807460266,10.395041379312143,6.131867497384095,21.01059099434294,282.80671980273473,35.834125513171735,36.79426349169914,8.76974077631939,85.22001370033604,Sandy Soil,Potato,NPK
0.4890670272702412,4.254944944349766,6.01454568884648,28.30063523404263,503.7002214348151,46.34362725592688,20.16725874280923,11.472805739651086,32.31517204849071,Sandy Soil,Cotton,Potash
0.6207718869370298,11.913256037985349,5.650507811849104,33.82544896483704,561.6290017304266,25.344419792481336,30.754078426618385,17.72525079661888,36.18728174448455,Sandy Soil,Rice,Urea
0.5480777206136146,4.6057448690714615,5.2163100291467135,31.842137249670238,426.3599292843831,34.77473752058346,21.710767608659324,12.665967362035577,65.03515735566812,Sandy Soil,Rice,Urea
0.5874429513503037,3.796101666169829,6.459007652858768,27.040990870987017,447.66454598532914,51.964332790822645,42.43862754713562,15.370983025854311,85.63102613276087,Sandy Soil,Potato,NPK
1.000431270464978,26.017907515391396,6.321418791806677,26.76582387708228,837.6186682792023,55.80412820631733,55.60354630559833,16.3822915796069,98.2851593987214,Loamy Soil,Wheat,DAP
0.9142045461849894,21.009787712008645,6.1516462351289,25.850427839258384,499.9395827267532,59.23272114847235,30.179445157804217,19.935808946621748,99.76193016776232,Loamy Soil,Wheat,DAP
0.96396518788794,38.09711334336366,5.080257578156512,17.191625926072014,902.0901824311352,57.90625750769671,22.53937468417491,13.37630676603545,89.99144826613879,Clayey Soil,Rice,Urea
0.4756481247522428,20.65415568169005,6.683271846548919,17.686003202202762,595.5604125431888,36.39002524177739,34.15077970685715,15.912272673374602,65.20044415811127,Loamy Soil,Groundnut,Potash
0.7126575301031208,9.240832218896363,6.584701928709861,20.133970929291305,349.9508251873365,44.77340564864642,30.391897636085027,14.367909243814989,68.03840450642653,Sandy Soil,Soybean,DAP
0.5379844309811854,10.73754240058068,5.98473545517066,26.046467373109987,240.85730423183588,48.830300319563136,27.56074008131351,17.479050641754533,89.62288849557476,Sandy Soil,Rice,Urea
0.7963505110268316,15.125149420529404,5.623771403360951,20.707358823633022,567.9465701913073,60.05811777837374,29.618786186838665,15.184563172594904,63.61133511021821,Loamy Soil,Rice,Urea
0.694413401909826,30.300046479834464,7.408920855077267,26.98955899426472,818.4513918347828,52.71746107482921,30.786355189318964,21.09554335857181,110.79530734177396,Loamy Soil,Sugarcane,Urea
1.587863723913682,37.11549638713774,5.474453583471989,7.035649452408075,507.0013974290324,53.60852049345779,20.62384806408445,9.865670240513058,57.10571012163082,Clayey Soil,Rice,Urea
0.7395099483787045,28.31499559640312,5.891083277483782,9.183709308158557,434.9853200617751,74.52773824181384,49.34173852074405,15.931428739967394,91.22709530228002,Clayey Soil,Rice,Urea
0.7409759460117631,5.070483147282905,5.262670252818756,32.36108645064586,583.4564940480593,25.93906941242549,40.594452344079,16.914294131373822,81.44160552554992,Sandy Soil,Rice,Urea
